本数据策略分享会专用，由邢不行整理，微信：xbx6660
股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额,流通市值,总市值,净利润TTM,现金流TTM,净资产,总资产,总负债,净利润(当季),中户资金买入额,中户资金卖出额,大户资金买入额,大户资金卖出额,散户资金买入额,散户资金卖出额,机构资金买入额,机构资金卖出额,沪深300成分股,上证50成分股,中证500成分股,中证1000成分股,中证2000成分股,创业板指成分股,新版申万一级行业名称,新版申万二级行业名称,新版申万三级行业名称,09:35收盘价,09:45收盘价,09:55收盘价
bj830809,N安达,2023-03-23,12.0,12.06,10.79,11.23,13.0,31450538.0,357125690.0,3537595922.6200004,6867266519.83,844904012.03,261284118.01,2515645253.52,6149595337.41,3633950083.89,92742076.76999998,,,,,,,,,,,,,,,电力设备,电池,电池化学品,,,
bj830809,安达科技,2023-03-24,11.17,11.45,10.84,11.03,11.23,10843480.0,120649591.0,3474593323.82,6744964355.63,844904012.03,261284118.01,2515645253.52,6149595337.41,3633950083.89,92742076.76999998,,,,,,,,,,,,,,,电力设备,电池,电池化学品,,,
bj830809,安达科技,2023-03-27,10.88,10.98,10.61,10.65,11.03,6832073.0,73314019.0,3275013386.1,6512590243.65,844904012.03,261284118.01,2515645253.52,6149595337.41,3633950083.89,92742076.76999998,,,,,,,,,,,,,,,电力设备,电池,电池化学品,,,
bj830809,安达科技,2023-03-28,10.69,10.78,10.61,10.64,10.65,3283670.0,35097115.0,3271938256.16,6506475135.44,844904012.03,261284118.01,2515645253.52,6149595337.41,3633950083.89,92742076.76999998,,,,,,,,,,,,,,,电力设备,电池,电池化学品,,,
bj830809,安达科技,2023-03-29,10.7,10.76,10.35,10.44,10.64,5658332.0,59572422.0,3210435657.36,6384172971.240001,844904012.03,261284118.01,2515645253.52,6149595337.41,3633950083.89,92742076.76999998,,,,,,,,,,,,,,,电力设备,电池,电池化学品,,,
bj830809,安达科技,2023-03-30,10.44,10.48,10.18,10.2,10.44,3609811.0,36727654.0,3136632538.8,6237410374.2,844904012.03,261284118.01,2515645253.52,6149595337.41,3633950083.89,92742076.76999998,,,,,,,,,,,,,,,电力设备,电池,电池化学品,,,
bj830809,安达科技,2023-03-31,10.21,10.24,9.98,10.03,10.2,4415672.0,44328038.0,3084355329.82,6133453534.63,844904012.03,261284118.01,2515645253.52,6149595337.41,3633950083.89,92742076.76999998,,,,,,,,,,,,,,,电力设备,电池,电池化学品,,,
bj830809,安达科技,2023-04-03,10.02,10.02,9.8,9.8,10.03,4969233.0,48923300.0,3013627341.2,5992806045.8,844904012.03,261284118.01,2515645253.52,6149595337.41,3633950083.89,92742076.76999998,,,,,,,,,,,,,,,电力设备,电池,电池化学品,,,
bj830809,安达科技,2023-04-04,9.8,10.07,9.8,9.94,9.8,2905009.0,28930971.0,3056679160.36,6078417560.740001,844904012.03,261284118.01,2515645253.52,6149595337.41,3633950083.89,92742076.76999998,,,,,,,,,,,,,,,电力设备,电池,电池化学品,,,
bj830809,安达科技,2023-04-06,9.94,9.94,9.8,9.82,9.94,2098098.0,20616031.0,3019777601.0800004,6005036262.22,844904012.03,261284118.01,2515645253.52,6149595337.41,3633950083.89,92742076.76999998,,,,,,,,,,,,,,,电力设备,电池,电池化学品,,,
